ID	Hora de inicio	Hora de finalización	Correo electrónico	Nombre	Trabajo en equipo	Liderazgo	Manejo del estrés 	Buena comunicación	Puntualidad y responsabilidad	Resolución de problemas	Proactividad	Respeto hacia las diferentes opiniones de los demás.	De las tecnologías que usted domina ¿qué tan frecuente actualiza su conocimiento sobre estas?	Según su respuesta en la pregunta anterior, justifique las razones de cuán frecuente actualiza su conocimiento en dichas tecnologías	¿Qué tan frecuente aprende nuevas tecnologías?	Según su respuesta en la pregunta anterior, justifique las razones de cuán frecuente aprende nuevas tecnologías	¿Ha laborado o labora actualmente en una entidad bancaria?	Centro de estudio universitario en donde cursó la licenciatura en Ingeniería en Sistemas:	¿Se ha certificado en alguna área perteneciente a la carrera de Ingeniería en Sistemas?	Indique en cuáles áreas se ha certificado: (Puede escoger más de una opción)	¿Cuáles fueron sus motivos para certificarse?	Entidad bancaria en la cual trabaja o ha trabajado:  (Puede escoger más de una opción)	¿En qué área se desempeña o desempeñó en el sector bancario?  (Puede escoger más de una opción)	¿Qué tareas realiza o realizó según el área en donde se desempeña/desempeñó? En caso de haberse desempeñado en más de un área, favor especificar qué tareas corresponden a cada una de las áreas.	¿Qué habilidades o requisitos necesitó para comenzar a laborar en una entidad bancaria? (Puede escoger más de una opción)	¿Qué tecnologías tuvo que aprender o reforzar una vez que comenzó a laborar en un banco?	Conocimientos de lenguajes de programación	Uso de librerías	Uso de frameworks	Desarrollo de aplicaciones web	Desarrollo de aplicaciones de escritorio	Desarrollo de aplicaciones móvil	Desarrollo de dispositivos embebidos	Conocimiento de metodologías de desarrollo (Scrum, Kanban, XP, etc.)	Conocimiento de los diferentes tipos de ataques informáticos (malware, phishing, ataques de aplicación, ataques de red)	Conocimientos de buenas prácticas en seguridad de la información (ISO 27000, COBIT, ITIL)	Conocimientos de protocolos de enrutamiento de redes (RIP, EIGRP, OSPF, etc.)	Conocimientos básicos de redes de datos (creación y administración de VLAN’s, DHCP, etc.)	Conocimiento de operaciones de base de datos (DDL, DML, DCL, TCL)	Conocimiento general de administración de base de datos (ETL, respaldo y recuperación de BD, seguridad de la BD, integridad de los datos, etc.)	Según su experiencia, ¿qué gestores de base de datos debe conocer un ingeniero en sistemas para laborar en una entidad bancaria? (Puede escoger más de una opción)	Según su experiencia, ¿qué sistemas operativos debe saber utilizar un ingeniero en sistemas para poder laborar en una entidad bancaria?  (Puede escoger más de una opción)	Según su experiencia, ¿qué lenguajes de programación debe conocer un ingeniero en sistemas para poder laborar en una entidad bancaria? (Puede escoger más de una opción)	¿Se encuentra actualmente realizando la Práctica Profesional Supervisada (PPS)?	¿Está realizando la PPS en una entidad bancaria?	Entidad bancaria en la cual está realizando la PPS:	¿Actualmente se encuentra cursando la clase de Seminario de Investigación?	¿En cuáles de las siguientes áreas de Ingeniería en Sistemas tiene mayor interés?  (Puede escoger más de una opción)	Explique las razones de su interés en las áreas de la pregunta anterior	Java	JavaScript	C++	Python	C#	PHP	En caso de dominar otros lenguajes que no aparecen en la pregunta anterior, indique cuáles lenguajes domina y el nivel de dominio que posee de cada uno	¿Cómo ha adquirido sus conocimientos en los lenguajes de programación preguntados anteriormente?   (Puede escoger más de una opción)	Uso de librerías2	Uso de frameworks2	Desarrollo de aplicaciones web2	Desarrollo de aplicaciones de escritorio2	Desarrollo de aplicaciones móvil2	Desarrollo de dispositivos embebidos2	Conocimiento de metodologías de desarrollo (Scrum, Kanban, XP, etc.)2	Conocimiento de los diferentes tipos de ataque informáticos (malware, phishing, ataques de aplicación, ataques de red)	Conocimientos de buenas prácticas en seguridad de la información (ISO 27000, COBIT, ITIL)2	Conocimientos de protocolos de enrutamiento de redes (RIP, EIGRP, OSPF, etc.)2	Conocimientos básicos de redes de datos (creación y administración de VLAN’s, DHCP, etc.)2	Conocimiento de operaciones de base de datos (DDL, DML, DCL, TCL)2	Conocimiento general de administración de base de datos (ETL, respaldo y recuperación de BD, seguridad de la BD, integridad de los datos, etc.)	De los siguientes patrones de diseño de software seleccione cuáles conoce:  (Puede escoger más de una opción)	¿Cómo ha adquirido sus conocimientos sobre los conceptos de la pregunta anterior? (Puede escoger más de una opción)	Oracle	SQL Server	MySQL	PostgreSQL	MongoDB	MariaDB	Db2	En caso de dominar otros gestores de base de datos que no aparecen en la pregunta anterior, indique cuáles gestores domina y el nivel de dominio que posee de cada uno	¿Cómo ha adquirido sus conocimientos en los gestores de base de datos preguntados anteriormente?  (Puede escoger más de una opción)	Al momento de diseñar una base de datos, ¿Cuáles de los siguientes principios utiliza?  (Puede escoger más de una opción)	¿Cuáles de los siguientes sistemas operativos sabe usar?  (Puede escoger más de una opción)	¿Cómo ha adquirido sus conocimientos en los sistemas operativos de la pregunta anterior? (Puede escoger más de una opción)	Al momento de buscar empleo ¿qué le interesa más?	¿Qué tanto le interesa trabajar en el sector bancario?	Especifique las razones por las cuales le interesa o no trabajar en el sector bancario	Si le ofrecen un trabajo o pasantía en la que se utilizan tecnologías o herramientas que no conoce ¿Lo aceptaría?	Especifique las razones por las cuales aceptaría o no el trabajo o pasantía
18	7/31/21 10:14:26	7/31/21 10:19:56	anonymous		5	3	5	5	5	5	5	5	Frecuente	por curiosidad	Frecuente	bastante seguido	No																											Sí	No		Sí	Desarrollo de software ;Base de datos;	se me hacen mas gratificantes	3	3	0	3	3	4		Cursos en Línea;Clases de la universidad;	3	3	5	0	3	0	5	3	0	4	5	5	3	Modelo Vista-Controlador;	Clases de la universidad;	5	5	5	0	2	0	0		Clases de la universidad;	Diseño de las relaciones entre tablas;Diseño de las llaves primarias y las llaves foráneas;	Windows;	Clases de la universidad;	Funciones a realizar	Mucho	creo que se trabaja con grandes cantidades de transacciones	Sí	por experiencia
19	7/31/21 10:26:29	7/31/21 10:35:18	anonymous		5	5	5	5	5	5	5	4	Frecuente	El constante cambio tecnológico lo requiere 	Frecuente	Me gusta saber un poco de todo, aunque en determinado momento me tendré que especializar en algo 	No																											No			Sí	Desarrollo de software ;Base de datos;	Gustos personales, son las áreas en las que me siento ms cómodo y me llaman mas la atención 	2	5	1	5	2	4	Go:4	Cursos en Línea;Proyectos extracurriculares;	4	4	5	4	2	2	4	4	4	4	4	4	2	Modelo Vista-Controlador;Microservicios;	Cursos en Línea;Proyectos extracurriculares;	3	3	4	5	3	0	2		Cursos en Línea;	Organización eficiente de las tablas;Diseño de las llaves primarias y las llaves foráneas;Diseño de las relaciones entre tablas;Normalización de la base de datos;	Windows;Linux;	Cursos en Línea;Proyectos extracurriculares;Clases de la universidad;	Funciones a realizar	Mucho	Siempre están a la vanguardia respecto a tecnología 	Sí	Puedo aprender en el camino, mi capacidad de aprendisaje es rápida 
20	7/31/21 13:55:33	7/31/21 14:16:13	anonymous		5	3	5	5	5	5	5	5	Frecuente	Nos encontramos en el sector tecnológico que esta en constante desarrollo con nuevas tecnologías, lo cual para estar en la vanguardia de estos conocimientos y no quedarse desactualizado, se tiene que poner al tanto de las tecnologías de su área. 	Frecuente	Por lo general estoy en cursos nuevos, cada vez que termina el periodo académico.	No																											Sí	No		Sí	Desarrollo de software ;Base de datos;Ciencia de datos;	Para el mundo laboral, como ingeniero en sistemas, es de mucha importancia tener la habilidad del desarrollo de software, ya que se podría decir que es la base del ingeniero. El saber Bases de datos, para posteriormente dominar el big data en conjunto con las ciencias de datos, en mi opinión, es en lo que habrá muchas oportunidades laborales y la curva de aprendizaje es muy bueno para desarrollo personal.	3	5	2	2	3	4		Cursos en Línea;Trabajos/Pasantías;Clases de la universidad;	5	4	5	3	2	0	5	3	1	2	2	5	4	Diseño por capas;Modelo Vista-Controlador;Arquitectura orientada a servicios;	Cursos en Línea;Clases de la universidad;Trabajos/Pasantías;	4	4	4	4	4	0	0	Firestore (Firebase) 3	Cursos en Línea;Clases de la universidad;	Organización eficiente de las tablas;Diseño de las llaves primarias y las llaves foráneas;Diseño de las relaciones entre tablas;Normalización de la base de datos;	Windows;Linux;	El uso e investigación de ellos;	El sueldo	Neutro	Si se trabaja en el sector financiero en un banco x, eso le abre puertas en cualquiera de los otros bancos que hay en el país. En lo personal, me gustaría laborar en un lugar donde los proyectos que se desarrollen fueran mas de investigación. 	Sí	Creo que el conocer el mundo financiero en si mismo es beneficioso a manera personal. También podría agrega el beneficio que se tiene al manejar la infraestructura que manejan estos sectores, lo que conlleva a buenas practicas en código y la seguridad de los sistemas. 
21	7/31/21 16:23:10	7/31/21 16:27:00	anonymous		5	5	5	4	5	5	5	5	Frecuente	Poco tiempo	Frecuente	Poco tiempo	No																											Sí	No		Sí	Base de datos;Seguridad informática ;	Estoy sacando una certificación en Base de datos y seguridad siempre me atrajo.	4	1	1	2	0	3		Cursos en Línea;Trabajos/Pasantías;Clases de la universidad;	4	4	4	2	0	0	2	3	2	2	2	4	4	Modelo Vista-Controlador;	Cursos en Línea;Clases de la universidad;	4	2	3	0	0	0	0		Clases de la universidad;Proyectos extracurriculares;Cursos en Línea;	Organización eficiente de las tablas;Diseño de las llaves primarias y las llaves foráneas;Diseño de las relaciones entre tablas;Normalización de la base de datos;	Windows;Linux;	Cursos en Línea;Clases de la universidad;	Funciones a realizar	Neutro	Por los restrictivos que son	Sí	me gusta aprender de lo que pueda y cuando pueda
22	7/31/21 17:30:17	7/31/21 17:35:21	anonymous		5	5	5	5	5	5	4	4	Poco frecuente	Solamente cuando es necesario	Poco frecuente	Tiempo	No																											Sí	No		Sí	Base de datos;Seguridad informática ;Redes de datos;	BI, Auditoria, redes, son trabajos que me gusta desempeñar	3	4	1	1	1	3		Cursos en Línea;Clases de la universidad;	3	3	2	3	1	0	5	5	3	3	4	5	4	Modelo Vista-Controlador;Diseño por capas;Arquitectura orientada a servicios;	Clases de la universidad;	3	4	4	4	2	0	0		Cursos en Línea;Clases de la universidad;Trabajos/Pasantías;	Organización eficiente de las tablas;Diseño de las llaves primarias y las llaves foráneas;Diseño de las relaciones entre tablas;Normalización de la base de datos;	Windows;Linux;	Trabajos/Pasantías;Clases de la universidad;	El sueldo	Mucho	Mayor aprendizaje y adquirir mas experiencia	Sí	Mayor aprendizaje
23	8/1/21 12:18:22	8/1/21 12:28:33	anonymous		5	5	4	5	4	4	4	4	Frecuente	De forma frecuente practico lo aprendido y me actualizo para mejorar mi perfil profesional.	Poco frecuente	Por falta de planeación de tiempo resulta más complicado aprender algo nuevo de forma frecuente.	No																											No			Sí	Desarrollo de software ;Base de datos;	Son las áreas que más me han gustado de la carrera y donde me siento más capacitado.	2	4	1	3	0	3		Clases de la universidad;Cursos en Línea;	4	4	5	2	0	0	3	4	2	2	3	4	4	Modelo Vista-Controlador;Diseño por capas;	Clases de la universidad;	3	5	5	0	3	2	0		Cursos en Línea;Clases de la universidad;	Organización eficiente de las tablas;Diseño de las relaciones entre tablas;	Windows;Linux;	Clases de la universidad;Proyectos extracurriculares;	Funciones a realizar	Neutro	Mi postura es neutra ya que de igual forma me tocaría aprender como se maneja el área de TI.	Sí	Supondría un reto pero si me ofrecen el trabajo me pondría en acción para aprender las tecnologías requeridas.
24	8/1/21 17:32:24	8/1/21 17:41:54	anonymous		5	4	5	5	5	4	4	5	Poco frecuente	Falta de interés	Poco frecuente	Falta de interés	No																											Sí	No		Sí	Desarrollo de software ;Redes de datos;	Porque me llaman la atención y en el caso de desarrollo es en lo que más he trabajado últimamente.	3	4	2	0	0	2		Clases de la universidad;Cursos en Línea;	3	4	4	0	0	0	3	3	3	2	2	0	0	Diseño por capas;Modelo Vista-Controlador;	Cursos en Línea;Clases de la universidad;	3	4	3	0	4	0	0		Cursos en Línea;Clases de la universidad;	Diseño de las relaciones entre tablas;Organización eficiente de las tablas;	Windows;Linux;	Clases de la universidad;Cursos en Línea;	Funciones a realizar	Poco	Prefiero otro entorno de trabajo	Sí	En caso de que ellos estén dispuesto a ayudarme con la adaptación. Es bueno conocer cosas nuevas.
25	8/1/21 17:28:08	8/1/21 17:43:48	anonymous		5	4	4	5	5	4	4	4	Poco frecuente	Estudio dos carreras, entonces tengo poco tiempo	Poco frecuente	Poco tiempo	No																											No			Sí	Desarrollo de software ;Base de datos;	El área de desarrollo de software me gusta porque me parece importante el desarrollo de soluciones automatizadas para la resolución de problemas	3	4	1	3	0	1		Clases de la universidad;Cursos en Línea;	4	4	5	3	0	0	4	2	1	1	1	4	4	Modelo Vista-Controlador;	Clases de la universidad;	3	3	2	0	5	2	0		Clases de la universidad;	Normalización de la base de datos;Diseño de las relaciones entre tablas;	Windows;Linux;	Clases de la universidad;	El sueldo	Mucho	He escuchado que son instituciones donde se puede crecer laboralmente	Sí	Porque me daría la oportunidad de aprender
26	8/2/21 10:30:13	8/2/21 10:57:11	anonymous		5	5	5	5	5	5	5	5	Frecuente	En el entorno laboral, la actualización de tecnologias es muy impirtante, en mi caso es frecuente pues la demanda y competencia es fuerte y exigente. 	Frecuente	Nos mantenemos actualizados en base a las necesidades que la empresa va adquiriendo conforme a los nuevos productos o servicios que se ofrecen 	Sí	CEUTEC	No			Banpais;	TI;	Soporte de TI, a usuarios y ATMs	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Gestion de toma de desiciones, manejo de seguridad de la información, BD y programacion	5	4	4	5	5	4	4	5	5	5	4	4	5	4	Oracle;SQL Server;MySQL;	Windows;Linux;	C#;JavaScript ;Java ;C++;																																														
27	8/2/21 11:37:42	8/2/21 11:40:18	anonymous		3	1	4	1	4	4	2	1	Muy frecuente	Por actividades relacionadas a mi trabajo e intereses	Muy fecuente	Por actividades relacionadas a mi trabajo e intereses	No																											No			No																																										
28	8/2/21 13:28:38	8/2/21 13:33:55	anonymous		5	2	5	5	3	5	5	5	Muy frecuente	Básicamente porque vengo aprendiendo entonces  con todo lo que hago ya me actualizo	Poco frecuente	Poco frecuente porque casi no queda tiempo	Sí	UNAH	No			Banco Atlántida;	Base de Datos;	Brindar soporte a todas las aplicaciones del banco	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Usar lenguaje SQL	2	0	2	5	4	5	2	0	5	5	3	0	5	5	Db2;SQL Server;MySQL;Oracle;	Windows;	JavaScript ;Java ;C#;																																														
29	8/2/21 14:12:43	8/2/21 14:21:56	anonymous		5	4	5	4	5	5	5	5	Poco frecuente	Por falta de tiempo no me actualizo tan frecuentemente	Poco frecuente	Falta de tiempo	Sí	UNAH	No			Banco Lafise;	Desarrollo de software;	Desarrollo de Web services 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Desarrollo de microservicios, bases de datos, algunos frameworks 	5	3	5	5	5	3	3	4	1	1	1	0	5	4	Oracle;SQL Server;	Linux;Windows;	Java ;C#;JavaScript ;																																														
30	8/2/21 17:12:21	8/2/21 17:19:42	anonymous		5	4	4	5	5	4	4	5	Frecuente	Paso actualizando mi conocimiento a través de tutoriales, cursos o recursos en Internet	Frecuente	Trato de investigar constantemente de las nuevas tecnologías y más de las que están dando mejores oportunidades en el mercado laboral	Sí	UNAH	Sí	Análisis y Diseño de Software;Gestión de Proyectos;	Mejorar perfil profesional y ampliar conocimientos	Banco Atlántida;	Desarrollo de software;	Análisis de incidentes. Mejoras a sistemas existentes. Creación de nuevos sistemas o productos.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Genexus RPG Java	4	2	2	4	4	4	1	3	3	3	1	1	1	3	Oracle;SQL Server;Db2;	Windows;Linux;Unix;	Java ;C++;C#;RPG;																																														
31	8/2/21 18:32:07	8/2/21 18:45:06	anonymous		5	5	5	5	5	5	5	5	Poco frecuente	Por tiempo	Frecuente	Por que trabajo a diario con ellas.	Sí	UNAH	No			Banco Atlántida;	Desarrollo de software;Base de Datos;	Resolución de problemas Desarrollo 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Java	5	5	5	5	5	2	3	5	2	2	3	2	5	2	SQL Server;Oracle;MySQL;Db2;	Linux;Windows;	Java ;C#;C++;																																														
32	8/2/21 20:44:10	8/2/21 20:54:44	anonymous		5	3	4	5	5	4	4	3	Poco frecuente	Queda poco tiempo para poder investigar tecnologías fuera de las utilizadas en el trabajo 	Frecuente	Depende de la demanda del trabajo y qué tecnologías exigen para desarrollar 	Sí	UNAH	No			Banco Atlántida;	Desarrollo de software;	Desarrollo de software Análisis de requerimientos Implementación de metodologías ágiles  Resolución de incidencias	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	RPG  Java 	5	4	4	3	5	3	3	5	5	5	5	5	5	5	SQL Server;MySQL;Db2;Oracle;	Linux;Windows;	Java ;JavaScript ;C#;																																														
33	8/2/21 20:39:40	8/2/21 20:55:51	anonymous		5	5	5	5	5	4	4	4	Muy frecuente	Incidentes y parches en las plataformas	Muy fecuente	Nuevas plataformas 	Sí	UNAH	No			Banco Ficohsa;	Base de Datos;Infraestructura;Seguridad informática;	Ingeniería. 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;Conocimiento en creación y mantenimiento de aplicaciones móviles;	Unix	5	5	5	5	4	4	4	4	4	3	3	4	5	5	Oracle;SQL Server;MySQL;PostgreSQL;MariaDB;PostgreSQL;	Windows;Linux;Unix;	Java ;JavaScript ;Python;C++;PHP;C#;Oracle Developer.. Net;																																														
34	8/2/21 20:53:10	8/2/21 20:58:09	anonymous		1	2	4	4	5	5	5	2	Muy frecuente	Cada día sale algo diferente que toca seguir investigando	Poco frecuente	Se usa solo unos pocos programas y no se pasa de ahí, es difícil que implementen algo nuevo 	Sí	UNAH	No			Banco Ficohsa;	Base de Datos;	Bi	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Api rest;	Power bi	5	4	4	4	4	3	1	4	5	4	3	3	5	5	Oracle;SQL Server;MySQL;Db2;MongoDB;	Windows;Linux;	JavaScript ;Java ;C#;																																														
35	8/2/21 20:58:00	8/2/21 21:17:59	anonymous		4	3	4	5	4	4	5	5	Frecuente	Porque la tecnologia se actualiza constantemente, y es necesario conocer siempre lo anterior y los nuevos cambios y asi tener una noción mas extensa.	Frecuente	Siempre es necesario conocer nuevas tecnologías ya que nos habilita nuevas posibilidades tanto salarial como en puesto en donde se labora (sino nos da mas oportunidad de conseguir empleo).	Sí	CEUTEC	No			Banco Ficohsa;BAC ;	Base de Datos;Infraestructura;	Actividades de base de datos como tal, administración de servidores, control de inventarios de las bases, parcheos, etc	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;Conocimiento en creación y mantenimiento de aplicaciones móviles;	Dependiendo en el puesto y área donde se posicione, ejemplo si es de dba tocaría reforzar la administración del o de las tecnologias que manejan, si es desarrollo el lenguaje que mas se usa. 	3	2	3	3	3	3	3	4	3	2	1	1	3	3	Oracle;PostgreSQL;Db2;SQL Server;MySQL;Sybase;	Linux;Windows;	Java ;PHP;JavaScript ;																																														
36	8/2/21 21:22:11	8/2/21 21:26:12	anonymous		5	5	5	5	5	5	5	5	Frecuente	Mensualmente 	Frecuente	Mensualmente 	Sí	Uth	No			Banco Ficohsa;Banco Atlántida;	Base de Datos;Infraestructura;	Administración 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Administración de redes de datos;	Motor de bases de datos	5	5	5	5	3	5	5	5	5	5	4	4	4	4	Oracle;SQL Server;PostgreSQL;Db2;MySQL;	Windows;Linux;Unix;	JavaScript ;Python;PHP;C++;																																														
37	8/2/21 21:31:21	8/2/21 21:40:54	anonymous		5	4	5	5	5	5	5	4	Frecuente	Frecuente porque se hacen desarrollos en base a estás tecnologías, aunque no necesariamente se está trabajando todo el tiempo en desarrollo	Frecuente	En un momento de mi vida el aprendizaje fue muy frecuente. En estos momentos estoy algo atrasado en eso	Sí	UNAH	No			Banco Atlántida;	Base de Datos;Desarrollo de software;Infraestructura;	Análisis, desarrollo, pruebas, administración de servidores.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	RPG, GeneXus, db2	5	3	3	3	3	2	2	5	2	2	2	2	4	4	Oracle;SQL Server;MySQL;PostgreSQL;MongoDB;MariaDB;Db2;	Windows;AS400;	Java ;C#;JavaScript ;																																														
38	8/2/21 21:55:34	8/2/21 22:12:53	anonymous		5	4	5	5	5	5	4	4	Muy frecuente	La actualización es constante y continua para diferentes herramientas y actualizaciones	Muy fecuente	El software requiere de actualización por temas de eficiencia y seguridad. 	Sí	CEUTEC	No			Banco Atlántida;	Base de Datos;BI;	Auditoria de sistemas - Auditorias basadas en riesgo tecnológico y procesos.  Data Warehouse- Inteligencia de negocios 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	SAP BW	3	3	5	5	1	5	3	3	3	3	2	2	4	3	SQL Server;MySQL;MongoDB;Db2;	Linux;Windows;	Nodejs;Python;Java ;																																														
39	8/2/21 22:47:06	8/2/21 22:55:39	anonymous		5	5	5	5	5	5	4	4	Poco frecuente	Se usan tecnologías ya asentadas en el mercado desde hace muchos años que se actualizan con el tiempo pero que realmente son muy esporádicas las actualizaciones y no marcan una gran diferencia con lo que se viene trabajando desde hace años 	Muy fecuente	Siempre me gusta estar al tanto de las tecnologías nuevas que van saliendo sobre todo en web que cada día evoluciona y de hecho facilita el desarrollo.	Sí	UNAH	Sí	Diseño y Administración de Redes de Datos;	Sobre todo para aumentar el currículum mientras estudiaba.	BAC ;	Desarrollo de software;	Desarrollo de programas y reportería	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	El lenguaje de programación RPGLE y saber utilizar el servidor de AS-400 de IBM.	5	5	5	5	3	5	3	5	5	4	4	3	4	5	Db2;MySQL;	Windows;	Java ;RPG/RPGLE;C#;																																														
40	8/2/21 23:08:03	8/2/21 23:12:35	anonymous		5	5	3	4	5	5	5	3	Frecuente	cada día que afrento nuevos retos en mis labores	Frecuente	todos los dias	Sí	UNAH	Sí	Diseño y Administración de Base de Datos;Diseño y Administración de Redes de Datos;	mejor mi CV	Banco Atlántida;	Análisis de Datos;	Reporteria y desarrollo de software	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Administración de redes de datos;	Microsoft 365, power Bi 	2	1	2	3	3	2	0	0	1	1	1	2	5	5	Oracle;SQL Server;	Windows;	Java ;C++;Python;PHP;JavaScript ;																																														
41	8/3/21 8:13:36	8/3/21 8:30:33	anonymous		4	4	5	5	4	5	5	4	Muy frecuente	Cada 10 meses, más o menos.	Muy fecuente	Trato de aprender algo nuevo cada año, me lo pongo como meta.	Sí	UNAH	Sí	Diseño y Administración de Base de Datos;Gestión de Proyectos;DB Clusters;	Mejorar mi pericia en el área.	Banco de Occidente;Banco Atlántida;Banco Promerica;	Base de Datos;Infraestructura;Gerencia de TI;	Administración de Bases de Datos, Administración de la Infraestructura de TI, Administración de SAN´s (Almacenamiento), Gerencia de Infraestructura, Investigación de Nuevas Tecnologías aplicables al área, Administración de Servidores de Aplicaciones, Administración de Hipervisores (VmWare), Administración de Sistemas Operativos Linux/Unix.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Conocimiento de herramientas de desarrollo RDA (Rapid Development Application) como Oracle Forms and Reports y Administración de Sistemas Operativos Unix/Linux y Administración de Bases de Datos (Oracle, Microsoft SQL Server, MySQL, PostGres, entre otros).	5	5	5	5	2	3	4	4	2	3	3	4	5	5	Oracle;SQL Server;MySQL;MongoDB;	Windows;Linux;Unix;	Java ;Python;PHP;																																														
42	8/3/21 8:36:14	8/3/21 8:44:26	anonymous		5	4	5	3	5	5	5	4	Frecuente	Conocer las mejoras y su puesta en practica	Frecuente	Deberia ser muy frecuente pero eso depende del tiempo que se pueda dedicar a esta actividad tomando en cuenta la carga laboral 	Sí	UNAH	No			Banco Ficohsa;	Infraestructura;	DbA	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimiento en creación y mantenimiento de aplicaciones móviles;Conocimientos de lenguajes de programación;	Redes	3	3	3	3	3	3	0	4	4	3	2	3	4	3	SQL Server;Oracle;MySQL;MariaDB;	Linux;Windows;	Java ;																																														
43	8/3/21 11:57:37	8/3/21 12:04:50	anonymous		5	5	4	5	5	4	5	5	Frecuente	Por la demanda en el ámbito laboral 	Frecuente	Mayores competencias laborales 	Sí	UNAH	No			Banco Atlántida;	Análisis de sistemas;	Administración de bases de Datos  Diseño de app Desarrollo de sistemas 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimiento en creación y mantenimiento de aplicaciones web;	Herramientas enfocadas a cada entidad Financiera 	4	4	4	4	4	4	3	5	4	4	4	4	4	4	Oracle;SQL Server;MySQL;	Windows;Linux;	Java ;JavaScript ;C#;PHP;																																														
44	8/4/21 17:42:40	8/4/21 17:52:58	anonymous		5	4	4	5	5	5	4	5	Frecuente	Muy frecuentemente, investigo o recibo cursos que me hacen poder resolver problemas que surgen en las tecnologías que utilizo en mi práctica. 	Frecuente	Me sirve sobre todo para ser competitivo en el mercado laboral, y sobre todo cuando este se actualiza constantemente. 	Sí	UNAH	No			BAC ;	Seguridad informática;	-Administración de tecnologías de protección de red, equipo, usuarios etc. -Actividades operativas diarias (soporte a usuarios).  -Proyectos de ciberseguridad a nivel nacional y regional. 	Administración de redes de datos;Conocimientos básicos de ciberseguridad. ;	Active directory, Tecnologías de Redes y Sistemas operativos etc	3	3	4	2	2	0	0	1	5	4	3	4	4	3	Oracle;SQL Server;MySQL;PostgreSQL;MongoDB;Db2;	Windows;Linux;Mac OS;	Java ;JavaScript ;C++;Python;C#;PHP;																																														
45	8/4/21 17:52:12	8/4/21 18:01:01	anonymous		5	5	5	5	5	5	5	5	Frecuente	Porque las manejo constantemente. 	Poco frecuente	Quizá por falta de tiempo :(	Sí	UNAH	No			Banco Atlántida;	Desarrollo de software;	Desarrollo Resolución de problemas En pocas ocasiones, manejar la DB.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Java C# API SOAP RPG	1	4	3	3	5	2	3	5	3	3	2	2	5	4	MySQL;SQL Server;Db2;	Linux;Windows;	Java ;C++;C#;JavaScript ;PHP;																																														
